Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
172355,-2.560133715,2.738959852,-1.662808853,-1.394723833,0.097059535,-0.388466709,0.338569137,0.712579148,1.243242015,2.283797342,-0.131447693,0.972660889,0.571689106,-0.038973055,-0.971824314,0.380591548,-0.921793249,-0.041736,0.332586733,1.023674282,-0.519424835,-0.825063452,0.082713599,-1.131203793,0.124028784,0.203040408,0.759346765,0.326636162,10.74,0
172356,-0.08785449,0.436760262,0.073475544,-1.757806687,0.736947066,-1.410398409,0.930068453,-0.539118524,-1.2610638,-0.13324448,-0.342597748,-0.556387102,1.037374334,-1.864762528,-0.653182222,0.939521013,1.03377185,-1.328344642,0.487328822,0.388534246,-0.092975086,-0.008770345,-0.266677539,-0.182094857,0.364768262,-0.273607271,0.073760579,-0.139118442,10,0
172356,2.028919615,0.118496864,-1.728730256,0.543788628,0.107428895,-1.456351947,0.220204477,-0.328875522,0.70624032,-0.46200428,-0.43133137,-0.329544836,-0.783577684,-0.565951736,1.031703324,0.181666786,0.497723893,0.508119042,-0.502326505,-0.242671871,0.198454148,0.69622812,-0.012998884,-0.097734628,0.208298965,-0.09677011,-0.006119797,-0.031639718,13.25,0
172358,-2.514198685,1.329737883,0.060057042,-0.891931537,-0.523501577,-0.161079768,0.125513331,0.480869363,1.455435289,1.012983037,-1.679439529,0.328665692,0.991808748,-0.704565332,0.018954026,0.487121492,-0.765111508,0.271177538,-0.318718496,0.575228853,-0.003494129,0.786891908,-0.295865695,-0.572368806,0.127211558,0.667456187,0.828069877,0.833448189,69.99,0
172358,-0.237504625,1.08118812,-0.029894518,0.971285311,0.6465572,-0.08123409,0.438592015,0.333020524,-1.302037588,0.208106797,-1.667463714,0.167340002,1.001220505,-0.123290453,-2.034135929,0.680226107,-0.344057996,-0.893820108,-0.779095497,-0.179382214,0.210291743,0.604083105,0.128461766,0.811028426,-1.413886966,2.086783902,-0.033992326,0.175223544,3.77,0
172359,-0.178988576,1.122402867,-1.059347805,-0.819786358,1.051394857,0.049140137,0.521854726,0.440992216,-0.359914969,-0.33536929,-0.389671775,0.32360867,0.037334201,0.886855449,-0.144975948,0.222470282,-0.963084612,1.098255699,0.742617599,-0.071300278,0.383386358,1.176397082,-0.191977277,-0.316177526,-0.639705981,-0.203967224,0.374639799,0.245711825,0.99,0
172359,-0.612934079,0.864798541,1.064821641,-0.609798586,-0.323971891,-0.44486836,0.111862109,0.503088727,0.256627344,-1.186195564,-0.950034959,0.218116219,-0.300097043,0.263902838,0.177580605,0.22928011,-0.360059662,-0.03800399,-0.357325121,-0.258246688,-0.014978768,-0.163952284,0.192752772,1.091489652,-0.773234929,-0.761893785,0.076432786,0.147425232,13.99,0
172360,2.025475321,-0.032904164,-0.888902109,0.503739806,-0.296500038,-1.361117768,0.190900706,-0.346055364,0.483554965,0.058965497,-0.289651145,0.693894985,0.174054572,0.268656148,0.036698348,-0.292983873,-0.09227685,-1.116211983,-0.082453088,-0.233147951,-0.254406735,-0.583914127,0.396178813,0.405306111,-0.362050848,0.174891473,-0.065704975,-0.055997882,1.29,0
172361,1.996091842,-0.011788901,-1.663214342,1.430115943,0.173193754,-1.207429724,0.484927933,-0.272664746,0.602745563,0.328861363,-1.425741374,-1.089943592,-2.920747481,1.066861356,-0.224797058,-0.612552195,0.025873286,-0.330963064,-0.210763657,-0.439991625,0.028962536,0.148047217,0.016133688,-0.079691454,0.36222732,-0.482247735,-0.035042706,-0.064975058,24.45,0
172361,-1.129722778,0.313672745,0.710847985,1.145794306,1.559298548,-1.084268984,1.083163072,-0.204359545,-0.941733868,-0.380959881,-1.164978631,-0.453335771,-0.753356928,0.638570878,-0.032564298,-1.184548379,0.308853572,-0.236464229,0.94458728,0.289863029,0.144320933,0.215819615,-0.340647533,-0.082731393,1.157466228,-0.180675762,-0.005387734,0.0675376,58.24,0
172365,-3.188530678,-0.796836994,-2.155544891,-1.014559057,4.445656396,2.506738629,0.329865596,0.721544227,0.03365433,0.131621122,-0.527653395,0.143455586,-0.510036928,0.439178797,-0.9963105,-0.209657878,-0.811158627,-0.807684643,-1.503715786,-0.879195502,-0.165821991,0.144913037,-1.561549639,0.824141034,0.20248128,-0.827711917,-0.38370412,-1.079015743,54.03,0
172370,2.245294805,-1.160959801,-1.966681862,-1.430189911,-0.607245702,-1.508695819,-0.074414619,-0.65509598,-1.970141413,1.607283432,-0.780266993,-0.294928308,1.236719174,-0.135565404,-0.832676679,-1.400205468,0.807959777,-0.670317186,-0.044106183,-0.292081061,0.010489835,0.521714069,-0.064971195,0.04884934,0.383290154,0.103969505,-0.047350194,-0.064800146,74.75,0
172371,-3.217204329,-0.149616414,-2.912803928,0.309874153,2.850348406,3.404922636,0.624426267,1.104128043,-0.28502151,0.717508333,-0.418459625,0.115391385,-0.180213227,0.77010448,0.282015747,-0.940006638,0.145138909,-0.437887593,0.784528575,-0.583878618,-0.162621516,0.520710125,-0.060521619,0.78170979,0.158513115,-0.452562576,-0.359899694,-1.102701824,54.03,0
172372,-3.965502238,-3.715439405,1.337912585,-0.510473171,5.214084119,-3.403866267,-1.809358608,0.342889028,-0.376297098,-0.704932774,0.254877411,1.019468878,0.212992393,0.408430781,-1.440441267,0.51481962,-1.085723005,-0.101214706,-0.512637317,0.997428536,0.098267318,-1.140056137,0.443981195,-0.512414653,0.890674167,0.149619056,-0.244498176,0.105698789,0.89,0
172374,-0.218046521,0.728769907,-1.119633883,-2.555023511,0.497630111,-1.195863261,0.804449482,0.076207426,0.794664165,-1.603597038,-1.202803498,0.42191935,-0.277582914,0.725829244,0.126311889,-0.943396352,-0.033529027,-0.348068012,0.824443984,-0.318815271,0.092851419,0.265291842,0.100257529,0.538135547,-0.996655148,-0.563934425,-0.00196672,0.192688822,10.93,0
172374,1.845066449,-1.05183957,-2.59465709,-0.207495859,-0.14610676,-1.787902017,0.833748976,-0.726893995,-1.079144914,0.964184811,-1.112393526,-0.567928282,-0.634693906,0.875166653,-0.288755812,-2.235439614,0.243443926,0.719166238,-0.734278286,-0.255698985,0.017123123,0.184490385,-0.268142401,0.112738027,0.401447862,0.996687254,-0.166246038,-0.056407426,221.04,0
172374,-0.437972507,0.621123397,-0.556362686,-0.467046238,1.037742615,-0.903322626,0.789035897,-0.087220517,0.312720995,-0.561853131,-0.861253639,-0.776632452,-1.222545239,-0.849083365,-0.006444788,0.338099329,0.455040547,-0.145752225,-0.236791507,-0.184517596,-0.35688375,-0.887729154,0.451783433,0.458165182,-0.409661479,0.112173558,-0.026542731,0.100246656,1.98,0
172374,-1.214723104,0.014011801,0.240210368,-1.524411638,2.418668437,3.995452958,-0.909076526,1.276771448,0.721634217,-0.863809998,0.004418705,-0.300225868,-0.066563554,-1.678779494,1.135455695,1.06547766,0.006345295,0.901940928,-0.84011919,-0.038451568,0.130386481,0.628387873,0.151352499,0.643529534,-0.34789383,0.537543943,0.238110994,0.202011253,3.84,0
172375,-0.106599023,0.819664528,-0.250261423,1.047879765,0.523173714,0.33720852,0.228407346,0.246928271,0.030372226,0.06257521,0.170272277,-1.380843845,-2.89249715,-0.5262041,0.467456885,-0.665721214,1.618194465,1.523058485,3.141483069,0.227646913,0.043442965,0.393716559,-0.164808691,0.198693807,-0.464423209,1.022104521,0.292956379,0.240667759,12.5,0
172375,0.30426775,0.778306345,-1.226261504,-0.492578824,0.615850741,-0.353108555,1.564616991,-0.248988021,-0.442385843,-0.751081692,1.239210825,0.844586552,0.408533632,-0.915970595,-1.127959962,0.344482559,0.240839913,0.170620794,-0.159346597,-0.1289192,-0.051029517,-0.092055106,0.255988952,0.636128182,-0.793093053,0.134955206,-0.076381596,-0.012500799,137.52,0
172375,-0.355246921,1.302454451,-0.357586107,0.76911823,0.522715614,-0.345637807,0.482855636,-0.256688157,-0.49902336,0.451505526,0.858117428,-0.664640492,-0.953990624,-0.523941218,1.492680936,-0.328947898,1.042769867,1.541076561,2.7860319,0.115430914,0.356025339,0.914919777,-0.345310825,-0.512906639,-0.659039365,1.126189506,-0.498441313,0.1803154,8.5,0
172377,1.71253838,-0.927975259,-0.498970622,0.597014892,-0.920748924,-0.50744657,-0.420976215,-0.100614115,1.250883128,-0.048298226,-1.147495743,0.216137959,0.01540743,-0.177188108,0.358359906,0.337508601,-0.502188161,0.098106889,-0.260788554,0.105230627,0.274480372,0.67664637,-0.016035086,-0.041282413,-0.26366335,0.604999541,-0.052307527,-0.024551997,159.76,0
172378,-1.920362341,2.388192123,-2.624535445,-0.8794924,0.048605768,-0.17741916,-0.584594606,1.838551509,-0.322513589,-0.638069223,-0.458111531,0.856863278,0.281207112,0.186726716,-0.957777009,1.272386433,0.38600497,0.732530032,0.343707884,-0.003911579,-0.285882996,-1.039642576,0.175182594,-0.527699287,-0.070762342,0.182038039,0.049695686,-0.031105362,14.48,0
172379,1.60746254,-0.774815152,-0.52776851,1.245898381,-0.517479125,0.28251552,-0.505770427,0.219037381,0.771612988,0.33515925,0.648218885,0.368243304,-0.980623978,0.436994966,0.300651772,0.687770371,-0.933526755,0.940432094,-0.586298773,0.039962016,0.362202902,0.720689682,0.044147715,0.667056022,-0.212821828,-0.625260595,0.014531181,-0.007781424,165,0
172380,2.234031169,-1.428281166,-0.805450851,-1.657562332,-1.200245913,-0.316032012,-1.214054197,-0.099497784,-1.445892195,1.693721251,0.508577375,0.223800543,1.192640219,-0.469856128,-0.834668751,-0.284307698,0.089519446,0.391916703,0.170403846,-0.346002102,-0.109675679,0.197682281,0.178105512,-0.464053798,-0.223907257,-0.171643781,0.022551229,-0.057094396,29.4,0
172381,1.999159777,0.229974045,-1.691468186,1.192557422,0.731709997,-0.610265395,0.61206901,-0.311944714,-0.193280142,0.394412399,0.60976564,1.457127409,0.749237842,0.50524278,-1.308383373,-0.495211961,-0.555986123,-0.184361769,0.180926956,-0.202489783,0.095279439,0.508454523,-0.072132591,-0.361251156,0.504941631,-0.490621878,-0.013141486,-0.072354369,14.03,0
172381,-2.032792066,1.217335408,0.899961066,-1.170926392,-0.685205916,0.25446196,0.233881283,0.925073269,-0.240097102,-1.338366172,0.406165568,0.843590141,-0.358245471,0.639386806,-0.606467646,0.823543681,-0.683153464,0.427594166,-0.293213478,-0.489988696,-0.091593262,-0.682315101,-0.189364516,0.713703868,0.405179501,-0.711302387,-0.529375872,-0.155467837,99.18,0
172383,-1.933841179,2.504436124,-2.113725149,-1.465762883,0.462634585,-1.246833608,0.768425406,0.625880482,0.058058639,0.897825629,0.565414575,0.711815278,-0.598186804,1.225939935,-0.799623638,-0.314860035,-0.353058821,0.169110262,-0.004076396,0.354615675,0.247503765,0.827967342,-0.040499735,0.783401815,-0.043957643,0.047913148,0.519522457,0.440382702,0.91,0
172383,-1.108178055,1.213185562,1.762008253,-0.378044216,-0.300543129,-0.389329744,0.272282323,0.328631999,-0.268765961,-1.188911559,-0.763156803,1.045020341,1.693912164,-0.155740635,0.469079088,-0.014199137,-0.286007932,-0.147390105,0.43112362,-0.052546417,-0.104626887,-0.329604902,-0.173141567,0.05492906,0.381126421,-0.432631051,-0.162861742,0.005699737,9.99,0
172383,-0.364291686,0.30824377,-0.340445102,-0.645017286,2.197294039,-0.724244877,1.627093051,-0.911120781,0.297699007,-0.252218895,-0.975583894,-0.943719258,-0.424761905,-1.722690232,-0.057589286,0.149323622,0.081154513,0.075229995,0.123013131,-0.034427275,-0.397855175,-0.539967332,-0.118405415,-0.00702008,-0.070557748,0.240827331,-0.728271335,-0.569106223,24.34,0
172386,-0.768719251,0.984861435,1.030072146,-0.105577822,0.288213938,-1.390810644,1.927861877,-0.506657643,-0.91869212,-1.047466382,0.03739718,0.959076657,0.974966513,0.195915701,-0.500640009,-1.358504781,0.339547987,-0.845628924,0.382804496,0.214666585,0.132216007,0.413526609,-0.291544915,0.996914735,1.05951938,-0.080252471,-0.017509869,0.058519398,95.88,0
172386,-1.100929882,1.708434505,-0.992205905,-0.824639703,0.499438402,-0.617786087,0.604869096,0.357169633,0.580096336,0.577026707,1.031322474,0.20341013,-1.070928987,-0.783075441,-0.734492102,0.441745546,0.300662631,0.220086212,-0.169777098,0.416632414,-0.423324693,-0.832064016,0.185648516,0.558142618,-0.308057169,0.088360898,0.344577416,0.052028513,8.95,0
172386,-1.152221521,-2.967949599,1.447248351,2.045428105,1.376408034,-0.404360523,-2.058035383,0.503823953,1.970251714,0.174193183,-1.869920647,-0.406629379,-1.274630829,-0.762794875,-0.117328478,-0.238293065,-0.1468402,0.84731166,0.280941141,0.721100343,0.502764314,1.063212771,0.900124632,0.620340124,-1.235530009,-0.615230835,-0.030770188,-0.064757662,110.9,0
172389,1.996508151,-1.212892608,-1.789040646,-1.200125774,1.327273901,3.836245478,-1.413607079,0.985978819,-0.232744357,0.842674732,-0.258253198,0.141014985,0.265751513,0.015075129,0.760075089,-1.179259961,-0.362966351,0.79217033,-1.030756398,-0.435573357,-0.586089451,-1.339379063,0.507995204,0.632520789,-0.67397843,-0.045552868,0.019457895,-0.032338685,56.4,0
172389,-1.183591812,-0.081496547,-2.650173988,-2.438187073,2.355208171,3.225404542,1.35629188,0.74137901,-2.417076369,-0.094115059,-0.564199546,-0.522456484,-0.163110613,1.080222684,-0.335530052,-2.167465257,0.16663263,0.69471267,-0.913308223,-0.545572677,-0.00164876,0.249782229,-0.414875021,0.798393326,0.69178176,1.031293562,-0.089496594,-0.144984707,244.98,0
172389,-0.729552971,1.095844156,-0.200887903,-1.044955294,0.658111475,-0.247596348,0.574761839,0.315993858,0.229161434,-0.930196905,-1.814734631,0.484169356,0.677184612,0.017025372,-0.943200442,-0.420908603,-0.262467643,-0.133515257,0.304848792,-0.086275604,0.156395509,0.66427485,-0.240348297,0.310396,0.070160552,0.1148041,0.137084826,0.163680376,1,0
172390,-0.437693419,0.924968776,0.060526196,-0.703121386,1.371768299,-0.779313014,1.19326602,-0.428181279,-0.007705081,-0.704303462,-0.807020608,-0.500873528,-0.36438927,-1.14734288,-0.183079411,0.221069804,0.244160566,-0.137810223,-0.058831434,-0.098185433,-0.294520018,-0.740992918,-0.067790789,0.479560543,-0.650043668,0.038471289,-0.314531119,-0.00307934,4.49,0
172391,1.745413943,-0.732628546,-1.077614041,0.284376604,-0.490859433,-0.774776406,0.048826741,-0.126274146,0.929043382,-0.076820346,0.704670897,0.899642137,-0.942747291,0.479970137,-0.892222355,-0.292261969,-0.268565927,-0.07222109,0.572620444,-0.025130068,-0.039565646,-0.214840711,0.111435455,0.077640252,-0.179982344,-0.125039828,-0.057201043,-0.044447181,132.56,0
172393,2.193881134,-0.334623825,-2.740961289,-1.951130307,0.833011537,-0.956092692,0.513080807,-0.347523151,0.98014126,-0.575138905,0.386352878,0.68775892,-0.530202177,1.061543619,0.420000414,-0.640742139,-0.644473901,0.436484123,1.463260893,-0.173214662,0.097228753,0.38226447,-0.115653773,-0.099471741,0.531405788,-0.074770783,-0.072609999,-0.088533215,10.95,0
172393,-0.685289137,1.520621649,-0.630377262,-0.32547852,-0.022093601,0.0777743,-1.396766673,-5.504335483,-0.387495682,-2.660469917,-0.486527788,1.18547037,0.422537055,-0.816276873,-0.61242982,0.312090055,1.238518109,-0.139698776,-0.634664479,1.226872254,-2.781249879,0.22699034,-0.121431312,-0.110812845,0.947480179,-0.01336728,0.075546342,0.288094568,72.4,0
172394,2.052392539,0.307974096,-1.555372356,0.694797539,0.306916301,-1.267268479,0.344009534,-0.389985613,0.310209872,-0.436510154,-0.337047307,0.744192809,1.115850597,-1.174657952,0.040726894,0.27105835,0.524110897,-0.374226669,-0.04731657,-0.118690183,-0.345422238,-0.797149474,0.279346692,-0.195817261,-0.202221915,0.020593772,-0.0354362,-0.028881859,3.59,0
172395,-2.494409188,2.798101394,-3.09851115,-0.889654845,-0.312953169,-0.249712559,-0.953475267,2.275911138,-0.29921726,-0.553745828,-0.58261159,1.028354744,0.344486311,0.433438429,-0.980453984,1.374993091,0.545871423,0.753633034,0.307430673,0.015643439,-0.273565912,-1.076761884,0.219559823,-0.531197996,-0.000108822,0.187930488,0.028347333,-0.033156937,13.99,0
172397,-0.065119925,-4.114668328,-2.106853943,-0.137338886,-1.384530265,0.239999362,0.893832502,-0.257921714,1.145887548,-0.78588296,0.210754101,1.150298088,0.725250548,0.281076852,0.290135504,0.736770438,-0.974123247,0.525020417,0.730204114,2.144096263,0.395867967,-1.244968741,-0.686402549,-0.963877852,-0.924685404,0.210598841,-0.253408379,0.125686594,1114,0
172397,0.700675763,-0.759665835,1.379427984,-0.669558402,-1.859933956,0.064953362,-1.213271197,0.003510254,-1.642488826,1.615937526,-1.016861982,-0.830976788,1.316052813,-0.914756378,1.084583977,-1.245072586,1.201649608,0.720199772,2.291934865,0.048502707,0.064285042,0.853363421,0.355748278,0.062313849,-1.940976216,-0.01233687,0.417268566,0.314118158,38,0
172397,-0.024276619,0.790709897,0.379359141,-0.262421546,0.530981222,-1.05933813,0.958129348,-0.335121364,-0.294131804,-0.388835208,-0.737589498,0.5529864,0.901988544,-0.017843313,-0.210531443,-0.332813954,-0.274945218,-0.78811739,0.446719208,-0.079676532,-0.179690738,-0.428981686,0.131657782,0.070826363,-0.600738363,0.181837201,-0.09127552,0.063919787,0.89,0
172398,-1.559703259,1.046928794,0.712107249,4.380186984,-2.110122806,3.148191225,1.689643058,-2.724688346,-1.119515966,1.722472234,-1.356521992,-1.744779073,-1.006841501,-0.012912845,1.593300118,0.695537811,-0.143393247,0.863763978,0.932898167,-0.964459966,2.076735661,-0.112441312,-0.181983103,0.59324562,-0.400579717,0.486424092,1.050721144,-0.290549866,630.85,0
172398,-0.704383811,-0.237647713,0.831763407,-0.203267735,0.327698846,-0.089138593,-0.163130925,-0.89839059,1.060069105,-0.014619146,-1.404598848,-0.755579366,-1.16644329,-0.305272355,0.320332,0.158494962,-0.493514175,0.414427816,0.143251332,-0.55684153,0.927399044,0.846061454,0.670109296,0.746445657,-1.293339708,0.408551639,0.15212062,-0.034689246,11.5,0
172399,1.893215009,1.028621127,-1.821635535,3.960418175,1.113906463,-0.173538631,0.234924438,0.10910658,-1.080517165,0.516931533,0.715086886,-0.929132426,-1.734977321,-2.019464587,-1.052650394,2.015639624,1.134639508,1.144536608,-1.330497604,-0.307499722,-0.419849558,-1.268042026,0.269966341,-0.914239328,-0.287192443,-0.320033543,-0.013981706,-0.001840966,0.9,0
172400,2.121766042,0.02735763,-1.750489218,0.087423607,0.647338072,-0.523963296,0.263276755,-0.324916453,0.478099813,-0.023764175,-1.163696447,0.563623132,1.220594847,0.231323819,0.725761614,-0.032286868,-0.838303139,0.076042819,0.034126414,-0.114723142,0.208918285,0.769850668,-0.068204864,0.148357979,0.411964118,-0.105686957,-0.020093165,-0.055375722,7.99,0
172400,2.233736602,-1.572185212,-0.741099865,-1.805901952,-1.164144074,0.170956183,-1.456011624,0.069241984,-1.174301212,1.667085906,-0.098975769,-0.262164139,0.693421914,-0.469077272,-0.521472751,0.187762409,-0.191393353,0.562312098,0.454078084,-0.339297831,-0.39760599,-0.742447758,0.310198094,-1.163669117,-0.524923692,-0.437345585,0.031835211,-0.05115946,39.95,0
172400,-0.653182859,0.629415404,1.894638776,-0.185799947,0.116556064,0.262884386,0.412806406,0.199478774,-0.312904555,-0.699498829,0.647380831,0.639887741,0.106441385,0.15553457,0.389825774,-0.0870998,-0.42480379,0.535363694,1.440694906,0.171972128,-0.158111399,-0.486980407,-0.188330184,-0.429720763,0.228071469,-0.354373261,0.076873324,0.069721247,35.14,0
172401,-4.795448801,-0.937292283,-0.735344899,-0.693075317,-1.539097109,2.055787664,0.128128607,1.108235909,-0.942451832,0.059019429,0.67543206,1.326087788,0.896123715,0.372817296,0.200439941,-1.949987372,0.94576534,0.007841626,-0.578305391,-2.172597299,-0.935834822,-1.198328678,-0.358620819,-1.366997759,-0.050059449,-0.559433101,-1.10584133,-1.001197492,271.63,0
172401,-4.571995547,4.001636739,-0.686327685,-2.340542013,1.680291186,-0.634889409,3.47805789,-2.87488592,6.437965408,10.44821474,2.428554115,-0.2627251,0.111959775,-4.231451862,0.612442096,-1.961479094,-2.531643943,-0.182970276,-0.188422049,3.715161355,-1.182248118,1.511539875,-0.372606466,-0.430795486,-0.079541432,-0.715266049,-1.310731515,-3.320888781,0.89,0
172402,1.53653718,-1.943454509,0.729822316,1.324837242,-2.153713713,0.879113413,-1.630791548,0.36324151,1.413265285,0.534725502,-2.200770299,0.284824688,-0.20474943,-1.273612706,-1.630519094,-1.720313847,0.2782945,1.553465916,-1.021679036,-0.288862446,-0.120442854,0.219623791,0.021406158,-0.10228163,-0.338354202,-0.485875411,0.121270943,0.021800395,220,0
172403,-2.694707857,1.215827478,2.059602758,4.654461623,-1.227209724,3.700898227,-1.951451149,-1.439665816,-0.579193045,1.132932038,-0.816933354,0.915911443,0.745002907,-0.838700078,-1.735236983,0.229239931,0.414955845,1.097343563,1.859165447,0.956552805,-1.277292043,1.168916639,-0.128893334,0.255244559,0.240425722,0.563925646,-0.282677681,-0.269669596,113.46,0
172405,2.05898686,0.158388779,-1.691105237,0.428200011,0.419546538,-0.890033754,0.216556181,-0.257873355,0.444736872,-0.390541607,-0.486570217,0.319866797,0.364875311,-0.90151019,0.17028115,0.293563342,0.468112167,-0.354255413,0.036237403,-0.1227546,-0.354595713,-0.917496485,0.333801674,0.576802138,-0.254790555,0.167842019,-0.062026288,-0.028208107,8.99,0
172405,-0.175673284,0.942287823,-0.139981581,-0.718943783,1.219209524,-0.49060632,1.358124292,-0.582876658,0.068811885,0.064137229,1.470761523,0.849750821,0.658255225,-1.504055591,-0.941106009,0.264407968,-0.118137083,0.061534577,0.036188141,0.112469802,-0.347516868,-0.568835785,0.124643311,0.681613026,-0.501811867,-0.005650478,-0.483415411,-0.377260872,17.18,0
172406,2.04163189,-0.065184015,-1.912303569,0.461513935,0.603001853,-0.753623376,0.534469146,-0.37304108,0.310026487,0.100452444,-1.142700243,0.379410002,0.274171551,0.334856051,-0.426380921,-0.473077053,-0.247045625,-0.700762339,0.25527197,-0.111457734,-0.028037906,0.031458407,0.030251532,0.534208255,0.275332025,0.357439411,-0.093144644,-0.062887666,41.97,0
172407,-1.467918559,0.68166843,0.282573002,1.190918468,0.969004083,-0.917968581,1.161331872,0.094378564,-1.382821973,-0.728080686,-0.990856637,0.511416715,0.813180537,0.669389154,-0.238447082,-1.124991222,0.41318191,-0.395956629,0.877651869,0.345015765,0.225867436,0.320763702,-0.378384981,0.033768532,1.192763395,-0.196502906,-0.090075116,-0.118077561,93.72,0
172408,0.072366761,0.661929603,-0.175348212,-0.937434429,0.838828345,-0.218052827,0.782676468,0.101103727,0.017152348,-0.194302041,-0.473786787,-0.401937576,-1.522666599,0.570263204,-0.844890635,0.495578464,-0.958731178,0.301291769,0.623371842,-0.092648723,-0.297381578,-0.792188544,-0.051418654,-1.150116584,-0.429659184,0.193252781,0.230453128,0.072930455,5.38,0
172409,2.047084099,-0.355757958,-0.635731086,0.202912981,-0.093388479,0.283286118,-0.603314324,-0.016617336,1.039228724,-0.050615443,-1.370856829,1.002258914,2.046120177,-0.668503269,0.253550962,0.479911921,-0.877314665,0.058675766,0.013461033,-0.020840307,0.127986334,0.63933312,0.084908011,0.137139432,-0.104421947,0.572604711,-0.014036611,-0.043039211,12.06,0
172409,-0.296061203,1.028661111,-0.148404952,-0.816742106,0.74784363,-0.664949788,0.96467657,-0.169647026,0.251699917,-0.000293829,-1.456229864,-0.01896379,0.218105868,-0.047781332,-0.28780769,0.017531463,-0.628403017,-0.642951545,0.083024574,0.08780449,-0.315848817,-0.691673162,0.024940285,-0.723202923,-0.362350831,0.179196698,0.220758707,0.157384521,6.24,0
172409,-1.48618342,-0.308046444,1.34413801,-0.004955081,1.650893381,-0.140909562,1.196785489,-0.688611647,0.021464117,0.63783548,0.98489806,0.508644683,0.222347672,-0.66198126,-0.777520134,-1.021705596,-0.27038882,0.102222937,1.659654279,0.044317626,-0.142479775,0.885351685,0.066505882,0.883148133,1.028910238,0.926858453,-0.30364706,-0.685641619,12.31,0
172410,-0.064323803,0.701962621,1.741750718,0.829620288,0.204076925,0.591215825,0.478501365,-0.407670801,0.326808984,0.386250279,-0.510296282,0.013530996,0.765341726,-0.555907558,2.053539992,-1.141176347,0.198281567,0.159736331,2.701917099,0.405026539,-0.180641741,-0.061896633,-0.084341228,0.611073713,-0.672034557,-0.271246515,-0.365960075,-0.257440505,18.99,0
172411,2.117738648,0.02272379,-1.352801784,0.227030281,0.334725516,-0.75416698,0.252230277,-0.357522303,0.404253696,0.03813028,-1.200976045,0.853948768,1.443266667,-0.018173806,-0.041991461,0.055486961,-0.63277704,-0.777520334,0.421395095,-0.121742487,-0.324854557,-0.734977462,0.232987583,-0.681679629,-0.155511079,0.238475112,-0.063410422,-0.065023983,0.99,0
172414,1.76233488,-1.62263555,-0.637156234,-0.842526257,-1.266871441,-0.26895791,-0.902432728,-0.050447159,-0.203829334,0.835143603,0.7574994,0.3144205,0.798623593,-0.351168995,-0.132276136,1.668243591,-0.409698282,-0.377448481,0.620901263,0.428354785,0.552641881,1.193758628,-0.094741998,-0.274321762,-0.245142734,-0.08829427,-0.021744559,-0.02277133,207.42,0
172414,-3.631749814,3.163347068,0.193532124,-1.998357555,0.267031266,-0.061254978,0.96310348,-0.621997087,3.637450076,4.080681282,1.643951732,-0.306461935,-1.382118453,-2.930678057,0.261834654,0.093721896,-0.326909599,0.63475358,-0.388573196,1.823955102,-0.62286316,-0.715339917,-0.016132208,0.483005358,0.092736377,-0.458079721,-0.00877502,0.038557277,1.54,0
172414,-3.065977339,3.210602998,-3.565543535,-0.900992408,-0.657563306,-0.332367219,-1.337756007,2.717344349,-0.275696194,-0.467455556,-0.708051072,1.200578983,0.406933003,0.680593012,-1.004286561,1.475347883,0.706369826,0.775460072,0.27152234,0.040622365,-0.259105637,-1.112789982,0.275430796,-0.535769109,0.072969314,0.193857091,0.002556306,-0.033476229,8.99,0
172416,2.238514452,-0.309069033,-2.040306804,-0.824802341,0.240248959,-0.966249392,-0.079285227,-0.404109755,-0.755163142,0.238620916,-0.36096223,0.025563588,1.643206423,-1.605301494,-0.297330738,1.062075624,1.118992648,-1.389813365,0.758987077,0.12778254,-0.047318645,-0.049266792,0.149503315,0.419864894,0.100173604,-0.301078407,-0.020848205,-0.028341534,15,0
172418,-0.721692663,1.413277167,-0.639795013,-0.000897324,1.150903384,-0.727309196,1.206512959,-0.329859302,-0.302222527,-0.125108773,-0.357752789,0.158632921,0.838157096,-1.171957978,0.257032473,-0.495845953,0.964587213,-0.210668495,0.888023223,0.208203323,-0.171117575,-0.112217506,-0.180862083,0.652473039,-0.407188203,0.472564224,0.298519821,0.311200768,42.49,0
172421,-0.915873235,-0.421409478,-0.739622594,-0.416928928,1.692688429,0.358571671,-0.04929408,0.744571539,-0.187957288,-0.914471452,-0.575927038,0.723263154,0.276626336,0.520642323,0.123022045,-0.990743146,0.66955247,-2.095717698,-1.181228907,0.004235136,0.086890657,-0.108469217,0.356023056,-0.328724363,-0.921483695,0.199731362,-0.04494646,-0.183721977,40.16,0
172421,0.090063924,1.071239905,-0.85713085,-0.792772406,1.406134179,-0.264395478,0.949806526,-0.089795474,0.072057283,-0.725141143,-1.559588251,-0.387471192,0.301219609,-1.136810776,-0.170770125,0.606131095,-0.01204623,0.089378226,0.153117964,0.038773115,-0.390270844,-1.008154138,-0.006127035,-0.418347999,-0.290636017,0.161851092,0.088232595,0.06949103,1.78,0
